CountryExp,Date,NewConfCases,NewDeaths,NewConfCases,NewDeaths
Belarus,2020-03-13,9,0,3.0,0.0
Belgium,2019-12-31,0,0,9.0,0.0
Belgium,2020-01-01,0,0,0.0,0.0
Belgium,2020-01-02,0,0,0.0,0.0
Belgium,2020-01-03,0,0,0.0,0.0
Belgium,2020-01-04,0,0,0.0,0.0
Belgium,2020-01-05,0,0,0.0,0.0
Belgium,2020-01-06,0,0,0.0,0.0
Belgium,2020-01-07,0,0,0.0,0.0
Belgium,2020-01-08,0,0,0.0,0.0
Belgium,2020-01-09,0,0,0.0,0.0
Belgium,2020-01-10,0,0,0.0,0.0
Belgium,2020-01-11,0,0,0.0,0.0
Belgium,2020-01-12,0,0,0.0,0.0
Belgium,2020-01-13,0,0,0.0,0.0
Belgium,2020-01-14,0,0,0.0,0.0
Belgium,2020-01-15,0,0,0.0,0.0
Belgium,2020-01-16,0,0,0.0,0.0
Belgium,2020-01-17,0,0,0.0,0.0
Belgium,2020-01-18,0,0,0.0,0.0
Belgium,2020-01-19,0,0,0.0,0.0
Belgium,2020-01-20,0,0,0.0,0.0
Belgium,2020-01-21,0,0,0.0,0.0
Belgium,2020-01-22,0,0,0.0,0.0
Belgium,2020-01-23,0,0,0.0,0.0
Belgium,2020-01-24,0,0,0.0,0.0
Belgium,2020-01-25,0,0,0.0,0.0
Belgium,2020-01-26,0,0,0.0,0.0
Belgium,2020-01-27,0,0,0.0,0.0
Belgium,2020-01-28,0,0,0.0,0.0
Belgium,2020-01-29,0,0,0.0,0.0
Belgium,2020-01-30,0,0,0.0,0.0
Belgium,2020-01-31,0,0,0.0,0.0
Belgium,2020-02-01,0,0,0.0,0.0
Belgium,2020-02-02,0,0,0.0,0.0
Belgium,2020-02-03,0,0,0.0,0.0
Belgium,2020-02-04,1,0,0.0,0.0
Belgium,2020-02-05,0,0,1.0,0.0
Belgium,2020-02-06,0,0,0.0,0.0
Belgium,2020-02-07,0,0,0.0,0.0
Belgium,2020-02-08,0,0,0.0,0.0
Belgium,2020-02-09,0,0,0.0,0.0
Belgium,2020-02-10,0,0,0.0,0.0
Belgium,2020-02-11,0,0,0.0,0.0
Belgium,2020-02-12,0,0,0.0,0.0
Belgium,2020-02-13,0,0,0.0,0.0
Belgium,2020-02-14,0,0,0.0,0.0
Belgium,2020-02-15,0,0,0.0,0.0
Belgium,2020-02-16,0,0,0.0,0.0
Belgium,2020-02-17,0,0,0.0,0.0
Belgium,2020-02-18,0,0,0.0,0.0
Belgium,2020-02-19,0,0,0.0,0.0
Belgium,2020-02-20,0,0,0.0,0.0
Belgium,2020-02-21,0,0,0.0,0.0
Belgium,2020-02-22,0,0,0.0,0.0
Belgium,2020-02-23,0,0,0.0,0.0
Belgium,2020-02-24,0,0,0.0,0.0
Belgium,2020-02-25,0,0,0.0,0.0
Belgium,2020-02-26,0,0,0.0,0.0
Belgium,2020-02-27,0,0,0.0,0.0
Belgium,2020-02-28,0,0,0.0,0.0
Belgium,2020-02-29,0,0,0.0,0.0
Belgium,2020-03-01,0,0,0.0,0.0
Belgium,2020-03-02,1,0,0.0,0.0
Belgium,2020-03-03,6,0,1.0,0.0
Belgium,2020-03-04,5,0,6.0,0.0
Belgium,2020-03-05,10,0,5.0,0.0
Belgium,2020-03-06,27,0,10.0,0.0
Belgium,2020-03-07,59,0,27.0,0.0
Belgium,2020-03-08,60,0,59.0,0.0
Belgium,2020-03-09,31,0,60.0,0.0
Belgium,2020-03-10,39,0,31.0,0.0
Belgium,2020-03-11,28,0,39.0,0.0
Belgium,2020-03-12,47,3,28.0,0.0
Belgium,2020-03-13,85,0,47.0,3.0
Bhutan,2020-03-06,1,0,85.0,0.0
Bhutan,2020-03-13,0,0,1.0,0.0
Bolivia,2020-03-12,2,0,0.0,0.0
Bolivia,2020-03-13,1,0,2.0,0.0
Bosnia and Herzegovina,2020-03-06,2,0,1.0,0.0
Bosnia and Herzegovina,2020-03-12,1,0,2.0,0.0
Bosnia and Herzegovina,2020-03-13,8,0,1.0,0.0
Brazil,2019-12-31,0,0,8.0,0.0
Brazil,2020-01-01,0,0,0.0,0.0
Brazil,2020-01-02,0,0,0.0,0.0
Brazil,2020-01-03,0,0,0.0,0.0
Brazil,2020-01-04,0,0,0.0,0.0
Brazil,2020-01-05,0,0,0.0,0.0
Brazil,2020-01-06,0,0,0.0,0.0
Brazil,2020-01-07,0,0,0.0,0.0
Brazil,2020-01-08,0,0,0.0,0.0
Brazil,2020-01-09,0,0,0.0,0.0
Brazil,2020-01-10,0,0,0.0,0.0
Brazil,2020-01-11,0,0,0.0,0.0
Brazil,2020-01-12,0,0,0.0,0.0
Brazil,2020-01-13,0,0,0.0,0.0
Brazil,2020-01-14,0,0,0.0,0.0
Brazil,2020-01-15,0,0,0.0,0.0
Brazil,2020-01-16,0,0,0.0,0.0
Brazil,2020-01-17,0,0,0.0,0.0
Brazil,2020-01-18,0,0,0.0,0.0
Brazil,2020-01-19,0,0,0.0,0.0
Brazil,2020-01-20,0,0,0.0,0.0
Brazil,2020-01-21,0,0,0.0,0.0
Brazil,2020-01-22,0,0,0.0,0.0
Brazil,2020-01-23,0,0,0.0,0.0
Brazil,2020-01-24,0,0,0.0,0.0
Brazil,2020-01-25,0,0,0.0,0.0
Brazil,2020-01-26,0,0,0.0,0.0
Brazil,2020-01-27,0,0,0.0,0.0
Brazil,2020-01-28,0,0,0.0,0.0
Brazil,2020-01-29,0,0,0.0,0.0
Brazil,2020-01-30,0,0,0.0,0.0
Brazil,2020-01-31,0,0,0.0,0.0
Brazil,2020-02-01,0,0,0.0,0.0
Brazil,2020-02-02,0,0,0.0,0.0
Brazil,2020-02-03,0,0,0.0,0.0
Brazil,2020-02-04,0,0,0.0,0.0
Brazil,2020-02-05,0,0,0.0,0.0
Brazil,2020-02-06,0,0,0.0,0.0
Brazil,2020-02-07,0,0,0.0,0.0
Brazil,2020-02-08,0,0,0.0,0.0
Brazil,2020-02-09,0,0,0.0,0.0
Brazil,2020-02-10,0,0,0.0,0.0
Brazil,2020-02-11,0,0,0.0,0.0
Brazil,2020-02-12,0,0,0.0,0.0
Brazil,2020-02-13,0,0,0.0,0.0
Brazil,2020-02-14,0,0,0.0,0.0
Brazil,2020-02-15,0,0,0.0,0.0
Brazil,2020-02-16,0,0,0.0,0.0
Brazil,2020-02-17,0,0,0.0,0.0
Brazil,2020-02-18,0,0,0.0,0.0
Brazil,2020-02-19,0,0,0.0,0.0
Brazil,2020-02-20,0,0,0.0,0.0
Brazil,2020-02-21,0,0,0.0,0.0
Brazil,2020-02-22,0,0,0.0,0.0
Brazil,2020-02-23,0,0,0.0,0.0
Brazil,2020-02-24,0,0,0.0,0.0
Brazil,2020-02-25,0,0,0.0,0.0
Brazil,2020-02-26,1,0,0.0,0.0
Brazil,2020-02-27,0,0,1.0,0.0
Brazil,2020-02-28,0,0,0.0,0.0
Brazil,2020-02-29,0,0,0.0,0.0
Brazil,2020-03-01,1,0,0.0,0.0
Brazil,2020-03-02,0,0,1.0,0.0
Brazil,2020-03-05,1,0,0.0,0.0
Brazil,2020-03-06,5,0,1.0,0.0
Brazil,2020-03-07,5,0,5.0,0.0
Brazil,2020-03-08,0,0,5.0,0.0
Brazil,2020-03-09,12,0,0.0,0.0
Brazil,2020-03-11,9,0,12.0,0.0
Brazil,2020-03-12,18,0,9.0,0.0
Brazil,2020-03-13,25,0,18.0,0.0
Brunei Darussalam,2020-03-10,1,0,25.0,0.0
Brunei Darussalam,2020-03-12,10,0,1.0,0.0
Brunei Darussalam,2020-03-13,14,0,10.0,0.0
Bulgaria,2020-03-08,2,0,14.0,0.0
Bulgaria,2020-03-09,2,0,2.0,0.0
Bulgaria,2020-03-12,3,1,2.0,0.0
Bulgaria,2020-03-13,16,0,3.0,1.0
Burkina Faso,2020-03-11,2,0,16.0,0.0
Burkina Faso,2020-03-12,0,0,2.0,0.0
Cambodia,2019-12-31,0,0,0.0,0.0
Cambodia,2020-01-01,0,0,0.0,0.0
Cambodia,2020-01-02,0,0,0.0,0.0
Cambodia,2020-01-03,0,0,0.0,0.0
Cambodia,2020-01-04,0,0,0.0,0.0
Cambodia,2020-01-05,0,0,0.0,0.0
Cambodia,2020-01-06,0,0,0.0,0.0
Cambodia,2020-01-07,0,0,0.0,0.0
Cambodia,2020-01-08,0,0,0.0,0.0
Cambodia,2020-01-09,0,0,0.0,0.0
Cambodia,2020-01-10,0,0,0.0,0.0
Cambodia,2020-01-11,0,0,0.0,0.0
Cambodia,2020-01-12,0,0,0.0,0.0
Cambodia,2020-01-13,0,0,0.0,0.0
Cambodia,2020-01-14,0,0,0.0,0.0
Cambodia,2020-01-15,0,0,0.0,0.0
Cambodia,2020-01-16,0,0,0.0,0.0
Cambodia,2020-01-17,0,0,0.0,0.0
Cambodia,2020-01-18,0,0,0.0,0.0
Cambodia,2020-01-19,0,0,0.0,0.0
Cambodia,2020-01-20,0,0,0.0,0.0
Cambodia,2020-01-21,0,0,0.0,0.0
Cambodia,2020-01-22,0,0,0.0,0.0
Cambodia,2020-01-23,0,0,0.0,0.0
Cambodia,2020-01-24,0,0,0.0,0.0
Cambodia,2020-01-25,0,0,0.0,0.0
Cambodia,2020-01-26,0,0,0.0,0.0
Cambodia,2020-01-27,0,0,0.0,0.0
Cambodia,2020-01-28,1,0,0.0,0.0
Cambodia,2020-01-29,0,0,1.0,0.0
Cambodia,2020-01-30,0,0,0.0,0.0
Cambodia,2020-01-31,0,0,0.0,0.0
Cambodia,2020-02-01,0,0,0.0,0.0
Cambodia,2020-02-02,0,0,0.0,0.0
Cambodia,2020-02-03,0,0,0.0,0.0
Cambodia,2020-02-04,0,0,0.0,0.0
Cambodia,2020-02-05,0,0,0.0,0.0
Cambodia,2020-02-06,0,0,0.0,0.0
Cambodia,2020-02-07,0,0,0.0,0.0
Cambodia,2020-02-08,0,0,0.0,0.0
Cambodia,2020-02-09,0,0,0.0,0.0
Cambodia,2020-02-10,0,0,0.0,0.0
Cambodia,2020-02-11,0,0,0.0,0.0
Cambodia,2020-02-12,0,0,0.0,0.0
Cambodia,2020-02-13,0,0,0.0,0.0
Cambodia,2020-02-14,0,0,0.0,0.0
Cambodia,2020-02-15,0,0,0.0,0.0
Cambodia,2020-02-16,0,0,0.0,0.0
Cambodia,2020-02-17,0,0,0.0,0.0
Cambodia,2020-02-18,0,0,0.0,0.0
Cambodia,2020-02-19,0,0,0.0,0.0
Cambodia,2020-02-20,0,0,0.0,0.0
Cambodia,2020-02-21,0,0,0.0,0.0
Cambodia,2020-02-22,0,0,0.0,0.0
Cambodia,2020-02-23,0,0,0.0,0.0
Cambodia,2020-02-24,0,0,0.0,0.0
Cambodia,2020-02-25,0,0,0.0,0.0
Cambodia,2020-02-26,0,0,0.0,0.0
Cambodia,2020-02-27,0,0,0.0,0.0
Cambodia,2020-02-28,0,0,0.0,0.0
Cambodia,2020-02-29,0,0,0.0,0.0
Cambodia,2020-03-01,0,0,0.0,0.0
Cambodia,2020-03-02,0,0,0.0,0.0
Cambodia,2020-03-08,1,0,0.0,0.0
Cambodia,2020-03-12,1,0,1.0,0.0
Cambodia,2020-03-13,2,0,1.0,0.0
Cameroon,2020-03-07,1,0,2.0,0.0
Cameroon,2020-03-09,1,0,1.0,0.0
Canada,2019-12-31,0,0,1.0,0.0
Canada,2020-01-01,0,0,0.0,0.0
Canada,2020-01-02,0,0,0.0,0.0
Canada,2020-01-03,0,0,0.0,0.0
Canada,2020-01-04,0,0,0.0,0.0
Canada,2020-01-05,0,0,0.0,0.0
Canada,2020-01-06,0,0,0.0,0.0
Canada,2020-01-07,0,0,0.0,0.0
Canada,2020-01-08,0,0,0.0,0.0
Canada,2020-01-09,0,0,0.0,0.0
Canada,2020-01-10,0,0,0.0,0.0
Canada,2020-01-11,0,0,0.0,0.0
Canada,2020-01-12,0,0,0.0,0.0
Canada,2020-01-13,0,0,0.0,0.0
Canada,2020-01-14,0,0,0.0,0.0
Canada,2020-01-15,0,0,0.0,0.0
Canada,2020-01-16,0,0,0.0,0.0
Canada,2020-01-17,0,0,0.0,0.0
Canada,2020-01-18,0,0,0.0,0.0
Canada,2020-01-19,0,0,0.0,0.0
Canada,2020-01-20,0,0,0.0,0.0
Canada,2020-01-21,0,0,0.0,0.0
Canada,2020-01-22,0,0,0.0,0.0
Canada,2020-01-23,0,0,0.0,0.0
Canada,2020-01-24,0,0,0.0,0.0
Canada,2020-01-25,0,0,0.0,0.0
Canada,2020-01-26,1,0,0.0,0.0
Canada,2020-01-27,0,0,1.0,0.0
Canada,2020-01-28,1,0,0.0,0.0
Canada,2020-01-29,1,0,1.0,0.0
Canada,2020-01-30,0,0,1.0,0.0
Canada,2020-01-31,0,0,0.0,0.0
Canada,2020-02-01,1,0,0.0,0.0
Canada,2020-02-02,0,0,1.0,0.0
Canada,2020-02-03,0,0,0.0,0.0
Canada,2020-02-04,0,0,0.0,0.0
Canada,2020-02-05,1,0,0.0,0.0
Canada,2020-02-06,0,0,1.0,0.0
Canada,2020-02-07,2,0,0.0,0.0
Canada,2020-02-08,0,0,2.0,0.0
Canada,2020-02-09,0,0,0.0,0.0
Canada,2020-02-10,0,0,0.0,0.0
Canada,2020-02-11,0,0,0.0,0.0
Canada,2020-02-12,0,0,0.0,0.0
Canada,2020-02-13,0,0,0.0,0.0
Canada,2020-02-14,0,0,0.0,0.0
Canada,2020-02-15,1,0,0.0,0.0
Canada,2020-02-16,0,0,1.0,0.0
Canada,2020-02-17,0,0,0.0,0.0
Canada,2020-02-18,0,0,0.0,0.0
Canada,2020-02-19,0,0,0.0,0.0
Canada,2020-02-20,0,0,0.0,0.0
Canada,2020-02-21,1,0,0.0,0.0
Canada,2020-02-22,0,0,1.0,0.0
Canada,2020-02-23,0,0,0.0,0.0
Canada,2020-02-24,0,0,0.0,0.0
Canada,2020-02-25,2,0,0.0,0.0
Canada,2020-02-26,0,0,2.0,0.0
Canada,2020-02-27,1,0,0.0,0.0
Canada,2020-02-28,2,0,1.0,0.0
Canada,2020-02-29,2,0,2.0,0.0
Canada,2020-03-01,4,0,2.0,0.0
Canada,2020-03-02,4,0,4.0,0.0
Canada,2020-03-03,3,0,4.0,0.0
Canada,2020-03-04,3,0,3.0,0.0
Canada,2020-03-05,3,0,3.0,0.0
Canada,2020-03-06,12,0,3.0,0.0
Canada,2020-03-07,6,0,12.0,0.0
Canada,2020-03-08,6,0,6.0,0.0
Canada,2020-03-09,5,0,6.0,0.0
Canada,2020-03-10,15,1,5.0,0.0
Canada,2020-03-11,16,0,15.0,1.0
Canada,2020-03-12,10,0,16.0,0.0
Canada,2020-03-13,35,0,10.0,0.0
Cases on an international conveyance Japan,2019-12-31,0,0,35.0,0.0
Cases on an international conveyance Japan,2020-01-01,0,0,0.0,0.0
Cases on an international conveyance Japan,2020-01-02,0,0,0.0,0.0
Cases on an international conveyance Japan,2020-01-03,0,0,0.0,0.0
Cases on an international conveyance Japan,2020-01-04,0,0,0.0,0.0
Cases on an international conveyance Japan,2020-01-05,0,0,0.0,0.0
Cases on an international conveyance Japan,2020-01-06,0,0,0.0,0.0
Cases on an international conveyance Japan,2020-01-07,0,0,0.0,0.0
Cases on an international conveyance Japan,2020-01-08,0,0,0.0,0.0
Cases on an international conveyance Japan,2020-01-09,0,0,0.0,0.0
Cases on an international conveyance Japan,2020-01-10,0,0,0.0,0.0
Cases on an international conveyance Japan,2020-01-11,0,0,0.0,0.0
Cases on an international conveyance Japan,2020-01-12,0,0,0.0,0.0
Cases on an international conveyance Japan,2020-01-13,0,0,0.0,0.0
Cases on an international conveyance Japan,2020-01-14,0,0,0.0,0.0
Cases on an international conveyance Japan,2020-01-15,0,0,0.0,0.0
Cases on an international conveyance Japan,2020-01-16,0,0,0.0,0.0
Cases on an international conveyance Japan,2020-01-17,0,0,0.0,0.0
Cases on an international conveyance Japan,2020-01-18,0,0,0.0,0.0
Cases on an international conveyance Japan,2020-01-19,0,0,0.0,0.0
Cases on an international conveyance Japan,2020-01-20,0,0,0.0,0.0
Cases on an international conveyance Japan,2020-01-21,0,0,0.0,0.0
Cases on an international conveyance Japan,2020-01-22,0,0,0.0,0.0
Cases on an international conveyance Japan,2020-01-23,0,0,0.0,0.0
Cases on an international conveyance Japan,2020-01-24,0,0,0.0,0.0
Cases on an international conveyance Japan,2020-01-25,0,0,0.0,0.0
Cases on an international conveyance Japan,2020-01-26,0,0,0.0,0.0
Cases on an international conveyance Japan,2020-01-27,0,0,0.0,0.0
Cases on an international conveyance Japan,2020-01-28,0,0,0.0,0.0
Cases on an international conveyance Japan,2020-01-29,0,0,0.0,0.0
Cases on an international conveyance Japan,2020-01-30,0,0,0.0,0.0
Cases on an international conveyance Japan,2020-01-31,0,0,0.0,0.0
Cases on an international conveyance Japan,2020-02-01,0,0,0.0,0.0
Cases on an international conveyance Japan,2020-02-02,0,0,0.0,0.0
Cases on an international conveyance Japan,2020-02-03,0,0,0.0,0.0
Cases on an international conveyance Japan,2020-02-04,0,0,0.0,0.0
Cases on an international conveyance Japan,2020-02-05,10,0,0.0,0.0
Cases on an international conveyance Japan,2020-02-06,10,0,10.0,0.0
Cases on an international conveyance Japan,2020-02-07,41,0,10.0,0.0
Cases on an international conveyance Japan,2020-02-08,3,0,41.0,0.0
Cases on an international conveyance Japan,2020-02-09,0,0,3.0,0.0
Cases on an international conveyance Japan,2020-02-10,6,0,0.0,0.0
Cases on an international conveyance Japan,2020-02-11,65,0,6.0,0.0
Cases on an international conveyance Japan,2020-02-12,39,0,65.0,0.0
Cases on an international conveyance Japan,2020-02-13,0,0,39.0,0.0
Cases on an international conveyance Japan,2020-02-14,47,0,0.0,0.0
Cases on an international conveyance Japan,2020-02-15,0,0,47.0,0.0
Cases on an international conveyance Japan,2020-02-16,134,0,0.0,0.0
Cases on an international conveyance Japan,2020-02-17,0,0,134.0,0.0
Cases on an international conveyance Japan,2020-02-18,99,0,0.0,0.0
Cases on an international conveyance Japan,2020-02-19,88,0,99.0,0.0
Cases on an international conveyance Japan,2020-02-20,79,2,88.0,0.0
Cases on an international conveyance Japan,2020-02-21,13,0,79.0,2.0
Cases on an international conveyance Japan,2020-02-22,0,0,13.0,0.0
Cases on an international conveyance Japan,2020-02-23,0,0,0.0,0.0
Cases on an international conveyance Japan,2020-02-24,57,1,0.0,0.0
Cases on an international conveyance Japan,2020-02-25,0,0,57.0,1.0
Cases on an international conveyance Japan,2020-02-26,0,1,0.0,0.0
Cases on an international conveyance Japan,2020-02-27,14,0,0.0,1.0
Cases on an international conveyance Japan,2020-02-28,0,0,14.0,0.0
Cases on an international conveyance Japan,2020-02-29,0,2,0.0,0.0
Cases on an international conveyance Japan,2020-03-01,0,0,0.0,2.0
Cases on an international conveyance Japan,2020-03-02,0,0,0.0,0.0
Cases on an international conveyance Japan,2020-03-10,-9,1,0.0,0.0
Chile,2020-03-04,1,0,-9.0,1.0
Chile,2020-03-05,2,0,1.0,0.0
Chile,2020-03-06,1,0,2.0,0.0
Chile,2020-03-07,1,0,1.0,0.0
Chile,2020-03-09,5,0,1.0,0.0
Chile,2020-03-10,3,0,5.0,0.0
Chile,2020-03-11,4,0,3.0,0.0
Chile,2020-03-12,6,0,4.0,0.0
Chile,2020-03-13,10,0,6.0,0.0
China,2019-12-31,27,0,10.0,0.0
China,2020-01-01,0,0,27.0,0.0
China,2020-01-02,0,0,0.0,0.0
China,2020-01-03,17,0,0.0,0.0
China,2020-01-04,0,0,17.0,0.0
China,2020-01-05,15,0,0.0,0.0
China,2020-01-06,0,0,15.0,0.0
China,2020-01-07,0,0,0.0,0.0
China,2020-01-08,0,0,0.0,0.0
China,2020-01-09,0,0,0.0,0.0
China,2020-01-10,0,0,0.0,0.0
China,2020-01-11,0,1,0.0,0.0
China,2020-01-12,0,0,0.0,1.0
China,2020-01-13,0,0,0.0,0.0
China,2020-01-14,0,0,0.0,0.0
China,2020-01-15,0,1,0.0,0.0
China,2020-01-16,0,0,0.0,1.0
China,2020-01-17,4,0,0.0,0.0
China,2020-01-18,17,0,4.0,0.0
China,2020-01-19,136,1,17.0,0.0
China,2020-01-20,19,0,136.0,1.0
China,2020-01-21,151,3,19.0,0.0
China,2020-01-22,140,11,151.0,3.0
China,2020-01-23,97,0,140.0,11.0
China,2020-01-24,259,9,97.0,0.0
China,2020-01-25,441,15,259.0,9.0
China,2020-01-26,665,15,441.0,15.0
China,2020-01-27,787,25,665.0,15.0
China,2020-01-28,1753,25,787.0,25.0
China,2020-01-29,1466,26,1753.0,25.0
China,2020-01-30,1740,38,1466.0,26.0
China,2020-01-31,1980,43,1740.0,38.0
China,2020-02-01,2095,46,1980.0,43.0
China,2020-02-02,2590,45,2095.0,46.0
China,2020-02-03,2812,57,2590.0,45.0
China,2020-02-04,3237,65,2812.0,57.0
China,2020-02-05,3872,66,3237.0,65.0
China,2020-02-06,3727,72,3872.0,66.0
China,2020-02-07,3160,73,3727.0,72.0
China,2020-02-08,3418,86,3160.0,73.0
China,2020-02-09,2607,89,3418.0,86.0
China,2020-02-10,2974,97,2607.0,89.0
China,2020-02-11,2490,108,2974.0,97.0
China,2020-02-12,2028,97,2490.0,108.0
China,2020-02-13,15141,254,2028.0,97.0
China,2020-02-14,4156,13,15141.0,254.0
China,2020-02-15,2538,143,4156.0,13.0
China,2020-02-16,2007,142,2538.0,143.0
China,2020-02-17,2052,105,2007.0,142.0
China,2020-02-18,1890,98,2052.0,105.0
China,2020-02-19,1750,139,1890.0,98.0
China,2020-02-20,394,112,1750.0,139.0
China,2020-02-21,891,118,394.0,112.0
China,2020-02-22,826,109,891.0,118.0
China,2020-02-23,647,98,826.0,109.0
China,2020-02-24,218,150,647.0,98.0
China,2020-02-25,515,70,218.0,150.0
China,2020-02-26,410,52,515.0,70.0
China,2020-02-27,439,29,410.0,52.0
China,2020-02-28,329,44,439.0,29.0
China,2020-02-29,428,47,329.0,44.0
China,2020-03-01,574,35,428.0,47.0
China,2020-03-02,205,42,574.0,35.0
China,2020-03-03,127,32,205.0,42.0
China,2020-03-04,119,37,127.0,32.0
China,2020-03-05,117,31,119.0,37.0
China,2020-03-06,170,30,117.0,31.0
China,2020-03-07,101,28,170.0,30.0
China,2020-03-08,46,27,101.0,28.0
China,2020-03-09,45,23,46.0,27.0
China,2020-03-10,20,17,45.0,23.0
China,2020-03-11,29,22,20.0,17.0
China,2020-03-12,24,11,29.0,22.0
China,2020-03-13,22,7,24.0,11.0
Colombia,2020-03-07,1,0,22.0,7.0
Colombia,2020-03-10,2,0,1.0,0.0
Colombia,2020-03-12,6,0,2.0,0.0
Costa Rica,2020-03-07,1,0,6.0,0.0
Costa Rica,2020-03-09,4,0,1.0,0.0
Costa Rica,2020-03-10,4,0,4.0,0.0
Costa Rica,2020-03-11,4,0,4.0,0.0
Costa Rica,2020-03-12,9,0,4.0,0.0
Costa Rica,2020-03-13,1,0,9.0,0.0
Cote dIvoire,2020-03-12,1,0,1.0,0.0
Croatia,2019-12-31,0,0,1.0,0.0
Croatia,2020-01-01,0,0,0.0,0.0
Croatia,2020-01-02,0,0,0.0,0.0
Croatia,2020-01-03,0,0,0.0,0.0
Croatia,2020-01-04,0,0,0.0,0.0
Croatia,2020-01-05,0,0,0.0,0.0
Croatia,2020-01-06,0,0,0.0,0.0
Croatia,2020-01-07,0,0,0.0,0.0
Croatia,2020-01-08,0,0,0.0,0.0
Croatia,2020-01-09,0,0,0.0,0.0
Croatia,2020-01-10,0,0,0.0,0.0
Croatia,2020-01-11,0,0,0.0,0.0
Croatia,2020-01-12,0,0,0.0,0.0
Croatia,2020-01-13,0,0,0.0,0.0
Croatia,2020-01-14,0,0,0.0,0.0
Croatia,2020-01-15,0,0,0.0,0.0
Croatia,2020-01-16,0,0,0.0,0.0
Croatia,2020-01-17,0,0,0.0,0.0
Croatia,2020-01-18,0,0,0.0,0.0
Croatia,2020-01-19,0,0,0.0,0.0
Croatia,2020-01-20,0,0,0.0,0.0
Croatia,2020-01-21,0,0,0.0,0.0
Croatia,2020-01-22,0,0,0.0,0.0
Croatia,2020-01-23,0,0,0.0,0.0
Croatia,2020-01-24,0,0,0.0,0.0
Croatia,2020-01-25,0,0,0.0,0.0
Croatia,2020-01-26,0,0,0.0,0.0
Croatia,2020-01-27,0,0,0.0,0.0
Croatia,2020-01-28,0,0,0.0,0.0
Croatia,2020-01-29,0,0,0.0,0.0
Croatia,2020-01-30,0,0,0.0,0.0
Croatia,2020-01-31,0,0,0.0,0.0
Croatia,2020-02-01,0,0,0.0,0.0
Croatia,2020-02-02,0,0,0.0,0.0
Croatia,2020-02-03,0,0,0.0,0.0
Croatia,2020-02-04,0,0,0.0,0.0
Croatia,2020-02-05,0,0,0.0,0.0
Croatia,2020-02-06,0,0,0.0,0.0
Croatia,2020-02-07,0,0,0.0,0.0
Croatia,2020-02-08,0,0,0.0,0.0
Croatia,2020-02-09,0,0,0.0,0.0
Croatia,2020-02-10,0,0,0.0,0.0
Croatia,2020-02-11,0,0,0.0,0.0
Croatia,2020-02-12,0,0,0.0,0.0
Croatia,2020-02-13,0,0,0.0,0.0
Croatia,2020-02-14,0,0,0.0,0.0
Croatia,2020-02-15,0,0,0.0,0.0
Croatia,2020-02-16,0,0,0.0,0.0
Croatia,2020-02-17,0,0,0.0,0.0
Croatia,2020-02-18,0,0,0.0,0.0
Croatia,2020-02-19,0,0,0.0,0.0
Croatia,2020-02-20,0,0,0.0,0.0
Croatia,2020-02-21,0,0,0.0,0.0
Croatia,2020-02-22,0,0,0.0,0.0
Croatia,2020-02-23,0,0,0.0,0.0
Croatia,2020-02-24,0,0,0.0,0.0
Croatia,2020-02-25,0,0,0.0,0.0
Croatia,2020-02-26,1,0,0.0,0.0
Croatia,2020-02-27,1,0,1.0,0.0
Croatia,2020-02-28,1,0,1.0,0.0
Croatia,2020-02-29,2,0,1.0,0.0
Croatia,2020-03-01,0,0,2.0,0.0
Croatia,2020-03-02,2,0,0.0,0.0
Croatia,2020-03-03,1,0,2.0,0.0
Croatia,2020-03-04,1,0,1.0,0.0
Croatia,2020-03-06,1,0,1.0,0.0
Croatia,2020-03-07,1,0,1.0,0.0
Croatia,2020-03-08,1,0,1.0,0.0
Croatia,2020-03-11,1,0,1.0,0.0
Croatia,2020-03-12,3,0,1.0,0.0
Croatia,2020-03-13,9,0,3.0,0.0
Cuba,2020-03-12,3,0,9.0,0.0
Cyprus,2020-03-10,2,0,3.0,0.0
Cyprus,2020-03-12,4,0,2.0,0.0
Czech Republic,2019-12-31,0,0,4.0,0.0
Czech Republic,2020-01-01,0,0,0.0,0.0
Czech Republic,2020-01-02,0,0,0.0,0.0
Czech Republic,2020-01-03,0,0,0.0,0.0
Czech Republic,2020-01-04,0,0,0.0,0.0
Czech Republic,2020-01-05,0,0,0.0,0.0
Czech Republic,2020-01-06,0,0,0.0,0.0
Czech Republic,2020-01-07,0,0,0.0,0.0
Czech Republic,2020-01-08,0,0,0.0,0.0
Czech Republic,2020-01-09,0,0,0.0,0.0
Czech Republic,2020-01-10,0,0,0.0,0.0
Czech Republic,2020-01-11,0,0,0.0,0.0
Czech Republic,2020-01-12,0,0,0.0,0.0
Czech Republic,2020-01-13,0,0,0.0,0.0
Czech Republic,2020-01-14,0,0,0.0,0.0
Czech Republic,2020-01-15,0,0,0.0,0.0
Czech Republic,2020-01-16,0,0,0.0,0.0
Czech Republic,2020-01-17,0,0,0.0,0.0
Czech Republic,2020-01-18,0,0,0.0,0.0
Czech Republic,2020-01-19,0,0,0.0,0.0
Czech Republic,2020-01-20,0,0,0.0,0.0
Czech Republic,2020-01-21,0,0,0.0,0.0
Czech Republic,2020-01-22,0,0,0.0,0.0
Czech Republic,2020-01-23,0,0,0.0,0.0
Czech Republic,2020-01-24,0,0,0.0,0.0
